%Time [yyyymmddHHMM]	Hs [m]	Tp [s]	Dir [deg]
201011061300	1.50	4.80	299.00
201011061400	1.41	4.80	300.00
201011061500	1.33	4.90	298.00
201011061600	1.27	4.80	298.00
201011061700	1.35	4.80	289.00
201011061800	1.10	4.60	301.00
201011061900	0.99	4.60	313.00
201011062000	0.95	4.40	311.00
201011062100	0.88	4.30	314.00
201011062200	0.84	4.50	325.00
201011062300	0.82	4.40	321.00
201011070000	0.81	4.30	329.00
201011070100	0.83	4.50	328.00
201011070200	0.84	4.40	327.00
201011070300	0.94	4.50	330.00
201011070400	0.88	4.90	336.00
201011070500	0.88	5.10	334.00
201011070600	0.90	4.70	348.00
201011070700	0.92	4.50	347.00
201011070800	1.02	4.40	352.00
201011070900	1.01	4.00	359.00
201011071000	1.08	3.80	2.00
201011071100	1.04	3.80	3.00
201011071200	1.00	3.90	360.00
201011071300	1.01	3.80	359.00
201011071400	0.95	3.80	356.00
201011071500	0.97	4.30	344.00
201011071600	0.96	4.60	351.00
201011071700	0.89	5.10	341.00
201011071800	0.94	5.00	343.00
201011071900	0.82	4.70	345.00
201011072000	0.90	4.70	341.00
201011072100	0.79	4.30	344.00
201011072200	0.82	4.30	336.00
201011072300	0.78	4.00	344.00
201011080000	0.83	3.90	348.00
201011080100	0.90	4.00	337.00
201011080200	0.91	4.10	322.00
201011080300	0.92	3.80	177.00
201011080400	0.97	3.60	143.00
201011080500	0.86	3.30	144.00
201011080600	0.86	3.20	137.00
201011080700	0.78	3.20	149.00
201011080800	0.84	3.20	156.00
201011080900	0.85	3.30	160.00
201011081000	0.96	3.50	159.00
201011081100	0.92	3.70	166.00
201011081200	0.91	3.80	174.00
201011081300	0.90	3.80	176.00
201011081400	0.93	3.70	177.00
201011081500	1.00	3.70	181.00
201011081600	1.15	3.60	169.00
201011081700	1.29	3.60	157.00
201011081800	1.25	3.70	154.00
201011081900	1.23	3.70	130.00
201011082000	1.30	3.80	122.00
201011082100	1.18	3.60	115.00
201011082200	1.18	3.60	118.00
201011082300	1.31	3.70	109.00
201011090000	1.16	3.60	98.00
201011090100	1.31	3.70	97.00
201011090200	1.19	3.70	92.00
201011090300	1.24	3.60	87.00
201011090400	1.25	3.70	85.00
201011090500	1.25	3.90	80.00
201011090600	1.30	4.10	72.00
201011090700	1.18	3.90	59.00
201011090800	1.21	3.80	57.00
201011090900	1.16	3.70	49.00
201011091000	1.23	3.80	44.00
201011091100	1.15	3.80	37.00
201011091200	1.06	3.60	37.00
201011091300	1.02	3.70	21.00
201011091400	1.15	3.90	16.00
201011091500	0.98	3.90	13.00
201011091600	1.20	4.32	17.00
201011091700	1.37	4.80	21.00
201011091800	1.32	4.90	32.00
201011091900	1.43	5.09	39.00
201011092000	1.49	5.14	50.00
201011092100	1.52	5.07	45.00
201011092200	1.48	4.90	51.00
201011092300	1.44	4.71	44.00
201011100000	1.70	4.95	42.00
201011100100	1.66	4.90	32.00
201011100200	1.60	4.80	28.00
201011100300	1.67	4.88	24.00
201011100400	1.68	4.99	20.00
201011100500	1.78	5.20	16.00
201011100600	1.65	5.31	12.00
201011100700	1.65	5.30	8.00
201011100800	1.53	5.28	5.00
201011100900	1.52	5.13	2.00
201011101000	1.44	4.91	359.00
201011101100	1.70	4.96	357.00
201011101200	1.78	4.94	354.00
201011101300	1.84	4.97	351.00
201011101400	1.83	4.88	347.00
201011101500	1.89	4.87	345.00
201011101600	1.72	4.83	340.00
201011101700	1.75	4.84	333.00
201011101800	1.73	5.06	330.00
201011101900	1.61	4.91	322.00
201011102000	1.51	4.84	320.00
201011102100	1.54	4.83	314.00
201011102200	1.49	4.78	310.00
201011102300	1.31	4.56	303.00
201011110000	1.34	4.56	297.00
201011110100	1.22	4.43	284.00
201011110200	1.22	4.38	273.00
201011110300	1.41	4.47	262.00
201011110400	1.64	4.62	254.00
201011110500	1.78	4.56	246.00
201011110600	1.67	4.28	235.00
201011110700	1.77	4.23	225.00
201011110800	1.90	4.24	216.00
201011110900	2.23	4.51	207.00
201011111000	2.62	4.92	201.00
201011111100	2.54	4.91	199.00
201011111200	3.04	5.48	198.00
201011111300	3.32	5.81	199.00
201011111400	3.42	5.91	199.00
201011111500	3.90	6.33	208.00
201011111600	4.29	6.63	216.00
201011111700	4.59	6.89	228.00
201011111800	4.30	6.45	237.00
201011111900	4.27	6.75	244.00
201011112000	3.72	6.02	250.00
201011112100	3.19	5.79	253.00
201011112200	3.00	5.43	256.00
201011112300	3.37	5.73	255.00
201011120000	3.45	5.79	254.00
201011120100	3.81	6.17	253.00
201011120200	4.33	6.57	253.00
201011120300	4.25	6.38	255.00
201011120400	5.19	7.08	255.00
201011120500	4.76	6.67	257.00
201011120600	5.39	7.14	259.00
201011120700	5.33	7.15	259.00
201011120800	5.30	7.07	259.00
201011120900	4.94	6.83	259.00
201011121000	5.25	6.98	259.00
201011121100	5.15	6.92	258.00
201011121200	5.58	7.38	256.00
201011121300	4.70	6.87	256.00
201011121400	4.26	6.63	255.00
201011121500	4.09	6.60	254.00
201011121600	4.04	6.58	252.00
201011121700	3.98	6.57	251.00
201011121800	3.82	6.40	250.00
201011121900	3.25	5.95	250.00
201011122000	3.25	5.99	250.00
201011122100	2.88	5.65	252.00
201011122200	2.72	5.60	252.00
201011122300	2.59	5.55	255.00
201011130000	2.24	5.30	256.00
201011130100	2.19	5.37	256.00
201011130200	2.06	5.33	255.00
201011130300	2.06	5.35	255.00
201011130400	2.02	5.28	253.00
201011130500	2.07	5.29	252.00
201011130600	1.94	5.11	251.00
201011130700	2.09	5.14	251.00
201011130800	2.02	4.97	253.00
201011130900	2.19	5.08	252.00
