%Time [yyyymmddHHMM]	Hs [m]	Tp [s]	Dir [deg]
200603012000	2.97	5.80	303.00
200603012100	2.66	5.70	306.00
200603012200	2.45	5.50	312.00
200603012300	2.64	5.70	300.00
200603020000	2.82	6.20	310.00
200603020100	2.71	6.00	309.00
200603020200	2.82	5.90	307.00
200603020300	2.60	5.80	311.00
200603020400	2.55	5.90	314.00
200603020500	2.33	5.70	320.00
200603020600	2.16	5.40	309.00
200603020700	1.87	5.40	314.00
200603020800	1.83	5.00	309.00
200603020900	1.91	5.00	309.00
200603021000	1.87	4.90	306.00
200603021100	2.02	5.10	301.00
200603021200	1.97	5.20	302.00
200603021300	2.06	5.40	302.00
200603021400	2.11	5.50	305.00
200603021500	2.08	5.60	309.00
200603021600	2.19	5.50	299.00
200603021700	2.23	5.10	290.00
200603021800	2.11	5.20	294.00
200603021900	1.95	5.00	294.00
200603022000	1.79	4.80	295.00
200603022100	1.71	4.80	301.00
200603022200	1.57	4.70	301.00
200603022300	1.59	4.90	304.00
200603030000	1.58	5.10	308.00
200603030100	1.57	5.20	308.00
200603030200	1.64	5.20	315.00
200603030300	1.64	5.30	319.00
200603030400	1.62	5.33	318.00
200603030500	1.53	5.50	317.00
200603030600	1.44	5.40	317.00
200603030700	1.31	5.10	306.00
200603030800	1.16	4.90	316.00
200603030900	1.00	4.80	321.00
200603031000	0.97	4.80	320.00
200603031100	0.96	4.90	325.00
200603031200	0.94	5.00	330.00
200603031300	1.03	5.40	331.00
200603031400	0.98	5.50	333.00
200603031500	1.04	5.70	335.00
200603031600	1.11	6.00	335.00
200603031700	1.30	6.40	331.00
200603031800	1.28	6.30	341.00
200603031900	1.25	6.20	323.00
200603032000	1.14	6.00	332.00
200603032100	1.03	5.70	334.00
200603032200	0.99	5.50	335.00
200603032300	0.99	5.50	335.00
200603040000	1.05	5.50	334.00
200603040100	1.01	5.40	334.00
200603040200	1.00	5.00	330.00
200603040300	1.14	4.80	325.00
200603040400	1.26	5.00	325.00
200603040500	1.44	4.80	317.00
200603040600	1.45	4.40	305.00
200603040700	1.55	4.40	294.00
200603040800	1.54	4.40	287.00
200603040900	1.60	4.50	299.00
200603041000	1.52	4.40	293.00
200603041100	1.49	4.30	288.00
200603041200	1.52	4.50	286.00
200603041300	1.42	4.50	291.00
200603041400	1.54	4.60	287.00
200603041500	1.58	4.60	290.00
200603041600	1.61	4.50	295.00
200603041700	1.74	4.80	298.00
200603041800	1.82	4.90	297.00
200603041900	1.58	4.70	297.00
200603042000	1.54	4.90	300.00
200603042100	1.41	4.80	303.00
200603042200	1.27	4.70	307.00
200603042300	1.26	4.30	307.00
200603050000	1.26	4.30	309.00
200603050100	1.37	4.30	306.00
200603050200	1.44	4.40	305.00
200603050300	1.64	4.70	308.00
200603050400	1.66	4.50	306.00
200603050500	1.85	4.90	303.00
200603050600	1.82	5.00	304.00
200603050700	2.06	5.00	309.00
200603050800	2.00	5.10	309.00
200603050900	2.23	5.60	313.00
200603051000	2.29	5.50	314.00
200603051100	2.12	5.10	312.00
200603051200	2.22	5.20	310.00
200603051300	2.01	5.00	312.00
200603051400	2.26	5.30	308.00
200603051500	2.51	5.40	309.00
200603051600	2.61	5.60	308.00
200603051700	2.56	5.60	306.00
200603051800	2.40	5.40	305.00
200603051900	2.38	5.30	308.00
200603052000	2.30	5.40	309.00
200603052100	2.44	5.60	315.00
200603052200	2.22	5.50	315.00
200603052300	2.33	5.40	316.00
200603060000	2.33	5.50	315.00
200603060100	2.02	5.30	316.00
200603060200	2.01	5.40	316.00
200603060300	2.02	5.50	314.00
200603060400	1.96	5.21	314.00
200603060500	1.98	5.70	317.00
200603060600	1.93	5.20	309.00
200603060700	1.88	5.30	308.00
200603060800	1.75	5.10	316.00
200603060900	1.86	5.30	320.00
200603061000	1.74	5.10	320.00
200603061100	1.94	5.20	323.00
200603061200	2.01	5.10	325.00
200603061300	1.89	5.00	324.00
200603061400	2.10	5.10	325.00
200603061500	2.58	5.40	325.00
200603061600	2.78	5.60	323.00
200603061700	2.67	5.50	322.00
200603061800	2.68	5.60	322.00
200603061900	2.58	5.80	325.00
200603062000	2.81	5.70	328.00
200603062100	2.53	6.00	333.00
200603062200	2.15	5.80	329.00
200603062300	2.31	5.70	330.00
200603070000	2.11	5.50	328.00
200603070100	2.09	5.50	326.00
200603070200	2.01	5.30	327.00
200603070300	2.16	5.60	327.00
200603070400	2.04	5.50	332.00
200603070500	1.87	5.50	331.00
200603070600	1.85	5.70	336.00
200603070700	1.85	5.80	331.00
200603070800	1.75	6.00	334.00
200603070900	1.68	6.00	338.00
200603071000	1.45	5.90	336.00
200603071100	1.40	5.70	330.00
200603071200	1.35	5.90	341.00
200603071300	1.27	5.60	338.00
200603071400	1.13	5.10	334.00
200603071500	1.11	5.00	332.00
200603071600	1.10	5.00	328.00
200603071700	1.03	5.00	325.00
200603071800	1.06	5.00	318.00
200603071900	1.10	4.90	317.00
200603072000	1.04	4.30	288.00
200603072100	1.16	4.10	250.00
200603072200	1.14	4.00	240.00
200603072300	1.13	3.90	230.00
200603080000	1.14	3.90	215.00
200603080100	1.17	3.90	210.00
200603080200	1.21	3.90	202.00
200603080300	1.18	3.90	200.00
200603080400	1.35	4.30	198.00
200603080500	1.33	4.20	188.00
200603080600	1.35	4.30	198.00
200603080700	1.41	4.30	204.00
200603080800	1.52	4.30	205.00
200603080900	1.47	4.10	205.00
200603081000	1.42	3.90	205.00
200603081100	1.19	3.70	202.00
200603081200	1.23	3.90	203.00
200603081300	1.26	3.90	202.00
200603081400	1.16	3.90	205.00
200603081500	1.07	3.80	204.00
200603081600	1.01	3.80	204.00
200603081700	0.92	3.80	204.00
200603081800	0.81	3.80	203.00
200603081900	0.74	3.70	207.00
200603082000	0.70	3.60	215.00
200603082100	0.65	3.50	218.00
200603082200	0.67	3.50	220.00
200603082300	0.65	3.50	219.00
200603090000	0.80	3.80	217.00
200603090100	0.84	4.00	220.00
200603090200	0.89	4.30	223.00
200603090300	0.85	4.30	223.00
200603090400	0.79	4.40	222.00
200603090500	0.78	4.70	221.00
200603090600	0.71	4.70	226.00
200603090700	0.68	4.70	227.00
200603090800	0.62	4.40	230.00
200603090900	0.62	4.00	253.00
200603091000	0.61	3.90	277.00
200603091100	0.60	3.90	320.00
200603091200	0.57	4.00	317.00
200603091300	0.55	3.90	284.00
200603091400	0.50	3.80	270.00
200603091500	0.53	3.90	263.00
200603091600	0.51	3.90	264.00
200603091700	0.48	4.10	264.00
200603091800	0.51	4.30	248.00
200603091900	0.46	4.20	252.00
200603092000	0.45	4.20	263.00
200603092100	0.48	4.10	255.00
200603092200	0.50	4.00	273.00
200603092300	0.53	3.50	266.00
200603100000	0.53	3.30	247.00
200603100100	0.71	3.10	217.00
200603100200	1.05	3.40	222.00
200603100300	1.37	4.00	228.00
200603100400	1.45	4.10	225.00
200603100500	1.76	4.40	231.00
200603100600	1.65	4.60	231.00
200603100700	1.77	4.70	225.00
200603100800	1.79	5.00	230.00
200603100900	1.71	5.00	231.00
200603101000	1.60	4.90	232.00
200603101100	1.66	4.90	231.00
200603101200	1.55	4.60	233.00
200603101300	1.49	4.40	243.00
200603101400	1.45	4.50	242.00
200603101500	1.44	4.50	247.00
200603101600	1.34	4.50	250.00
200603101700	1.39	4.60	249.00
200603101800	1.29	4.70	252.00
200603101900	1.18	4.60	243.00
200603102000	1.10	4.80	258.00
200603102100	1.14	4.90	258.00
200603102200	1.20	5.00	271.00
200603102300	1.19	5.10	282.00
200603110000	1.13	5.10	297.00
200603110100	1.17	5.00	304.00
200603110200	1.16	5.00	318.00
200603110300	1.07	5.20	319.00
200603110400	1.05	5.20	312.00
200603110500	1.20	4.50	357.00
200603110600	1.48	4.60	11.00
200603110700	1.92	4.90	10.00
200603110800	2.07	4.80	18.00
200603110900	2.27	5.00	18.00
200603111000	2.28	5.00	18.00
200603111100	2.03	5.00	20.00
200603111200	2.08	4.90	19.00
200603111300	2.05	5.00	19.00
200603111400	2.01	5.20	20.00
200603111500	1.76	5.30	14.00
200603111600	1.92	5.30	15.00
200603111700	1.89	5.20	14.00
200603111800	1.87	5.00	10.00
200603111900	1.87	4.80	12.00
200603112000	1.87	4.60	10.00
200603112100	1.95	4.70	9.00
200603112200	1.78	4.60	13.00
200603112300	1.95	5.00	13.00
200603120000	1.73	4.60	15.00
200603120100	1.64	4.70	13.00
200603120200	1.65	4.80	14.00
200603120300	1.52	5.10	15.00
200603120400	1.39	5.30	10.00
200603120500	1.44	5.60	8.00
200603120600	1.41	5.30	7.00
200603120700	1.39	5.00	6.00
200603120800	1.37	4.80	3.00
200603120900	1.40	4.80	4.00
200603121000	1.27	4.70	7.00
200603121100	1.32	4.80	11.00
200603121200	1.23	4.80	14.00
200603121300	1.18	4.90	14.00
200603121400	1.12	4.90	10.00
200603121500	0.91	5.20	12.00
200603121600	1.00	5.80	9.00
200603121700	0.90	5.50	4.00
200603121800	0.83	5.50	1.00
200603121900	0.78	5.10	3.00
200603122000	0.71	4.90	1.00
200603122100	0.63	4.70	1.00
200603122200	0.64	4.70	5.00
200603122300	0.68	3.80	30.00
200603130000	0.85	3.70	71.00
200603130100	0.85	3.50	81.00
200603130200	0.94	3.40	115.00
200603130300	0.83	3.30	117.00
200603130400	0.70	3.00	132.00
200603130500	0.62	2.90	144.00
200603130600	0.70	3.00	161.00
200603130700	0.71	3.10	158.00
200603130800	0.76	3.30	162.00
200603130900	0.77	3.50	170.00
200603131000	0.71	3.50	166.00
200603131100	0.81	3.60	168.00
200603131200	0.81	3.50	172.00
200603131300	0.79	3.50	173.00
200603131400	0.73	3.40	169.00
200603131500	0.71	3.20	171.00
200603131600	0.61	3.10	178.00
200603131700	0.55	3.00	192.00
200603131800	0.49	3.10	193.00
200603131900	0.53	3.10	183.00
200603132000	0.50	2.90	149.00
200603132100	0.56	3.10	146.00
200603132200	0.76	3.40	134.00
200603132300	0.78	3.30	135.00
200603140000	0.86	3.40	137.00
200603140100	0.94	3.40	137.00
200603140200	0.93	3.40	136.00
200603140300	0.97	3.40	133.00
200603140400	0.86	3.40	130.00
200603140500	0.94	3.30	127.00
200603140600	0.90	3.30	124.00
200603140700	0.84	3.20	128.00
200603140800	0.83	3.30	136.00
200603140900	0.86	3.40	139.00
200603141000	0.86	3.50	144.00
200603141100	0.88	3.70	148.00
200603141200	0.79	3.60	158.00
200603141300	0.76	3.50	162.00
200603141400	0.70	3.40	181.00
200603141500	0.69	3.30	178.00
200603141600	0.64	3.00	184.00
200603141700	0.67	3.10	192.00
200603141800	0.63	3.10	169.00
200603141900	0.67	3.20	166.00
200603142000	0.68	3.20	153.00
200603142100	0.71	3.30	146.00
200603142200	0.72	3.40	149.00
200603142300	0.65	3.30	145.00
200603150000	0.67	3.20	134.00
200603150100	0.69	3.30	129.00
200603150200	0.73	3.20	122.00
200603150300	0.71	3.10	106.00
200603150400	0.65	3.30	92.00
200603150500	0.74	3.50	79.00
200603150600	0.81	3.70	67.00
200603150700	0.93	3.80	65.00
200603150800	1.08	3.80	62.00
200603150900	1.11	3.80	58.00
200603151000	1.03	3.50	51.00
200603151100	1.05	3.50	39.00
200603151200	0.95	3.30	46.00
200603151300	0.89	3.60	35.00
200603151400	0.94	3.60	34.00
200603151500	0.97	3.70	35.00
200603151600	0.85	3.80	36.00
200603151700	1.03	4.20	30.00
200603151800	1.12	4.50	21.00
200603151900	1.19	4.40	21.00
200603152000	1.34	4.40	20.00
200603152100	1.23	4.00	22.00
200603152200	1.20	3.90	24.00
200603152300	1.33	3.90	25.00
200603160000	1.23	3.90	26.00
200603160100	1.22	3.80	28.00
200603160200	1.19	3.70	31.00
200603160300	1.10	3.80	26.00
200603160400	1.13	4.00	24.00
200603160500	1.17	4.50	23.00
200603160600	1.10	4.70	20.00
200603160700	1.15	4.70	21.00
200603160800	1.14	4.70	17.00
200603160900	1.18	4.30	25.00
200603161000	1.15	4.10	29.00
200603161100	1.22	3.80	27.00
200603161200	1.23	3.80	26.00
200603161300	1.25	3.90	24.00
200603161400	1.28	4.00	25.00
200603161500	1.26	4.00	26.00
200603161600	1.26	4.10	23.00
200603161700	1.33	4.60	23.00
200603161800	1.33	5.00	22.00
200603161900	1.40	5.00	23.00
200603162000	1.47	4.90	20.00
200603162100	1.63	4.90	18.00
200603162200	1.65	4.60	22.00
200603162300	1.69	4.30	22.00
200603170000	1.62	4.30	20.00
200603170100	1.62	4.40	20.00
200603170200	1.63	4.50	20.00
200603170300	1.44	4.30	23.00
200603170400	1.51	4.60	23.00
200603170500	1.43	4.90	22.00
200603170600	1.31	5.00	28.00
200603170700	1.11	4.70	29.00
200603170800	1.27	4.90	22.00
200603170900	1.35	4.80	21.00
200603171000	1.48	4.60	24.00
200603171100	1.57	4.50	19.00
200603171200	1.44	4.30	17.00
200603171300	1.37	4.30	16.00
200603171400	1.33	4.20	16.00
200603171500	1.37	4.20	21.00
200603171600	1.15	4.20	22.00
200603171700	1.21	4.40	22.00
200603171800	1.20	4.70	25.00
200603171900	1.05	4.50	27.00
200603172000	1.13	4.40	22.00
200603172100	1.09	4.10	27.00
200603172200	1.24	3.90	32.00
200603172300	1.26	3.80	34.00
200603180000	1.22	3.80	33.00
200603180100	1.34	3.80	31.00
200603180200	1.27	3.90	29.00
200603180300	1.31	3.90	33.00
200603180400	1.23	4.00	30.00
200603180500	1.23	4.20	27.00
200603180600	1.21	4.50	26.00
200603180700	1.17	4.50	26.00
200603180800	1.12	4.20	26.00
200603180900	1.09	4.00	25.00
200603181000	1.12	3.90	28.00
200603181100	1.11	3.80	24.00
200603181200	1.03	3.60	25.00
200603181300	1.03	3.60	27.00
200603181400	1.02	3.60	25.00
200603181500	1.04	3.60	26.00
200603181600	1.05	3.70	26.00
200603181700	1.08	3.80	24.00
200603181800	1.10	4.20	22.00
200603181900	1.10	4.40	23.00
200603182000	0.99	4.20	21.00
200603182100	1.06	4.00	22.00
200603182200	1.02	3.80	23.00
200603182300	1.01	3.60	27.00
200603190000	0.94	3.40	24.00
200603190100	0.87	3.40	24.00
200603190200	0.74	3.30	23.00
200603190300	0.74	3.60	13.00
200603190400	0.64	3.60	5.00
200603190500	0.63	4.00	360.00
200603190600	0.64	4.50	357.00
200603190700	0.61	5.00	352.00
200603190800	0.64	5.00	348.00
200603190900	0.64	5.30	349.00
200603191000	0.60	4.90	346.00
200603191100	0.56	4.80	341.00
200603191200	0.55	4.80	337.00
200603191300	0.60	4.70	342.00
200603191400	0.59	4.90	342.00
200603191500	0.62	5.00	345.00
200603191600	0.73	5.20	347.00
200603191700	0.73	5.11	349.00
200603191800	0.76	5.10	352.00
200603191900	0.80	5.40	356.00
200603192000	0.79	5.00	358.00
200603192100	0.79	4.80	356.00
200603192200	0.80	4.60	353.00
200603192300	0.84	4.80	350.00
200603200000	0.89	4.80	353.00
200603200100	0.73	4.50	352.00
200603200200	0.79	4.70	352.00
200603200300	0.79	4.90	356.00
200603200400	0.80	4.90	354.00
200603200500	0.84	5.00	359.00
200603200600	0.80	5.10	4.00
200603200700	0.82	5.30	357.00
200603200800	0.79	5.00	356.00
200603200900	0.82	4.70	356.00
200603201000	0.81	4.50	352.00
200603201100	0.94	4.30	354.00
200603201200	0.93	4.20	354.00
200603201300	1.05	4.20	358.00
200603201400	1.26	4.50	359.00
200603201500	1.42	4.70	360.00
200603201600	1.57	5.00	2.00
200603201700	1.60	4.70	4.00
200603201800	1.79	5.10	3.00
200603201900	1.76	5.40	7.00
200603202000	1.70	5.50	5.00
200603202100	1.55	5.20	5.00
200603202200	1.53	5.00	4.00
200603202300	1.65	4.80	3.00
200603210000	1.50	4.60	360.00
200603210100	1.55	4.60	360.00
200603210200	1.49	4.60	360.00
200603210300	1.68	5.00	360.00
200603210400	1.61	5.00	2.00
200603210500	1.66	5.30	2.00
200603210600	1.61	5.30	359.00
200603210700	1.65	5.70	1.00
200603210800	1.42	5.60	359.00
200603210900	1.40	5.50	359.00
200603211000	1.27	5.10	356.00
200603211100	1.26	5.20	351.00
200603211200	1.35	5.00	351.00
200603211300	1.43	4.80	353.00
200603211400	1.41	5.20	350.00
200603211500	1.39	5.10	351.00
200603211600	1.30	4.70	352.00
200603211700	1.49	5.10	352.00
200603211800	1.46	5.30	352.00
200603211900	1.42	5.30	352.00
200603212000	1.34	5.40	350.00
200603212100	1.30	5.30	350.00
200603212200	1.22	5.20	350.00
200603212300	1.18	4.90	349.00
200603220000	1.18	4.90	347.00
200603220100	1.15	4.90	345.00
200603220200	1.17	5.00	342.00
200603220300	1.17	5.20	343.00
200603220400	1.30	5.40	345.00
200603220500	1.36	5.70	344.00
200603220600	1.29	5.60	343.00
200603220700	1.33	5.70	345.00
200603220800	1.33	5.70	345.00
200603220900	1.21	5.50	345.00
200603221000	1.21	5.40	341.00
200603221100	1.23	5.30	344.00
200603221200	1.21	5.20	340.00
200603221300	1.20	5.20	338.00
200603221400	1.14	5.10	340.00
200603221500	1.26	5.20	338.00
200603221600	1.34	5.60	338.00
200603221700	1.24	5.30	339.00
200603221800	1.31	5.40	340.00
200603221900	1.25	5.30	339.00
200603222000	1.24	5.40	341.00
200603222100	1.21	5.50	344.00
200603222200	1.19	5.40	346.00
200603222300	1.12	5.30	345.00
200603230000	1.05	5.10	343.00
200603230100	1.12	5.20	340.00
200603230200	1.17	5.10	349.00
200603230300	1.05	4.80	351.00
200603230400	1.11	5.00	345.00
200603230500	1.06	5.10	347.00
200603230600	1.11	5.40	347.00
200603230700	1.09	5.10	353.00
200603230800	1.12	5.30	348.00
200603230900	1.12	5.20	352.00
200603231000	1.01	5.10	354.00
200603231100	0.98	4.90	359.00
200603231200	0.93	4.90	0.00
200603231300	0.94	4.90	355.00
200603231400	0.90	5.00	352.00
200603231500	0.81	4.90	354.00
200603231600	0.83	5.50	351.00
200603231700	0.90	5.60	351.00
200603231800	0.87	5.60	350.00
200603231900	0.88	4.60	2.00
200603232000	0.85	4.30	14.00
200603232100	0.90	4.20	32.00
200603232200	0.88	4.10	46.00
200603232300	0.93	4.10	54.00
200603240000	1.00	3.90	78.00
200603240100	1.04	4.00	81.00
200603240200	1.03	3.90	82.00
200603240300	1.01	3.90	84.00
200603240400	0.99	3.80	103.00
200603240500	1.05	3.90	101.00
200603240600	0.99	3.80	109.00
200603240700	1.05	3.70	120.00
200603240800	1.18	3.90	112.00
200603240900	1.28	3.90	110.00
200603241000	1.27	3.90	111.00
200603241100	1.07	4.00	96.00
200603241200	1.02	3.70	111.00
200603241300	0.87	3.60	111.00
200603241400	0.74	3.60	96.00
200603241500	0.69	3.50	107.00
200603241600	0.69	3.80	77.00
200603241700	0.69	3.80	78.00
200603241800	0.69	4.00	57.00
200603241900	0.69	4.20	207.00
200603242000	0.61	3.80	15.00
200603242100	0.61	3.70	17.00
200603242200	0.63	3.60	19.00
200603242300	0.59	3.50	68.00
200603250000	0.53	3.50	28.00
200603250100	0.52	3.90	11.00
200603250200	0.51	3.80	317.00
200603250300	0.44	3.70	336.00
200603250400	0.43	3.60	301.00
200603250500	0.48	3.70	293.00
200603250600	0.47	3.50	270.00
200603250700	0.51	3.70	260.00
200603250800	0.63	3.60	231.00
200603250900	0.76	3.60	227.00
200603251000	1.00	3.70	232.00
200603251100	1.09	3.80	225.00
200603251200	1.23	3.80	227.00
200603251300	1.38	4.00	230.00
200603251400	1.51	4.30	226.00
200603251500	1.41	4.10	227.00
200603251600	1.36	4.20	225.00
200603251700	1.40	4.40	223.00
200603251800	1.51	4.60	223.00
200603251900	1.25	4.60	232.00
200603252000	1.23	4.80	238.00
200603252100	1.26	5.00	245.00
200603252200	1.09	4.70	251.00
200603252300	1.14	4.50	247.00
200603260000	1.08	4.20	244.00
200603260100	1.12	3.80	225.00
200603260200	1.37	3.70	224.00
200603260300	1.57	4.00	222.00
200603260400	1.92	4.40	228.00
200603260500	1.98	4.60	227.00
200603260600	2.33	5.00	228.00
200603260700	2.46	5.40	229.00
200603260800	2.15	5.30	229.00
200603260900	2.10	5.40	229.00
200603261000	1.98	5.30	231.00
200603261100	1.68	4.80	226.00
200603261200	1.68	4.50	226.00
200603261300	1.75	4.30	225.00
200603261400	1.55	4.20	222.00
200603261500	1.46	4.20	220.00
200603261600	1.43	4.00	222.00
200603261700	1.35	4.10	224.00
200603261800	1.21	4.20	224.00
200603261900	1.21	4.40	223.00
200603262000	1.18	4.40	226.00
200603262100	0.99	4.40	228.00
200603262200	0.89	4.30	231.00
200603262300	0.78	4.00	232.00
200603270000	0.88	3.90	240.00
200603270100	0.77	3.60	237.00
200603270200	0.72	3.40	231.00
200603270300	0.68	3.40	232.00
200603270400	0.62	3.10	211.00
200603270500	0.78	3.10	210.00
200603270600	0.86	3.30	213.00
200603270700	0.87	3.50	219.00
200603270800	0.93	3.90	219.00
200603270900	0.81	3.90	223.00
200603271000	0.96	4.10	226.00
200603271100	1.00	4.00	225.00
200603271200	1.05	4.00	225.00
200603271300	1.05	3.60	223.00
200603271400	1.18	3.60	225.00
200603271500	1.19	3.60	225.00
200603271600	1.71	4.00	228.00
200603271700	2.15	4.50	230.00
200603271800	2.37	4.90	224.00
200603271900	2.79	5.40	225.00
200603272000	2.51	5.60	227.00
200603272100	2.46	5.70	222.00
200603272200	2.43	5.60	223.00
200603272300	2.40	5.70	225.00
200603280000	2.37	5.50	223.00
200603280100	2.34	5.50	226.00
200603280200	2.39	5.10	223.00
200603280300	2.42	4.90	224.00
200603280400	2.39	4.80	221.00
200603280500	2.24	4.90	220.00
200603280600	2.20	4.80	217.00
200603280700	2.40	5.10	221.00
200603280800	2.21	5.10	222.00
200603280900	2.25	5.30	223.00
200603281000	2.17	5.50	222.00
200603281100	2.24	5.50	220.00
200603281200	2.40	5.50	223.00
200603281300	2.20	5.20	225.00
200603281400	2.61	5.30	225.00
200603281500	2.40	4.80	223.00
200603281600	2.41	5.00	223.00
200603281700	2.23	4.90	223.00
200603281800	2.08	4.70	219.00
200603281900	2.31	4.90	221.00
200603282000	2.22	5.10	221.00
200603282100	2.20	5.40	221.00
200603282200	2.31	5.70	223.00
200603282300	2.23	5.60	221.00
200603290000	2.11	5.40	222.00
200603290100	2.06	5.20	221.00
200603290200	2.18	5.00	223.00
200603290300	2.02	4.70	228.00
200603290400	1.87	4.50	232.00
200603290500	1.67	4.50	232.00
200603290600	1.52	4.60	227.00
200603290700	1.46	4.50	233.00
200603290800	1.27	4.20	238.00
200603290900	1.38	4.60	246.00
200603291000	1.27	4.60	265.00
200603291100	1.36	4.70	266.00
200603291200	1.52	4.80	274.00
200603291300	1.46	4.80	280.00
200603291400	1.43	4.90	288.00
200603291500	1.35	4.70	289.00
200603291600	1.37	4.80	293.00
200603291700	1.14	4.60	290.00
200603291800	1.06	4.70	297.00
200603291900	0.95	4.60	296.00
200603292000	0.90	4.20	284.00
200603292100	0.85	4.10	282.00
200603292200	0.85	4.30	274.00
200603292300	0.86	4.20	256.00
200603300000	1.07	4.50	253.00
200603300100	1.09	4.60	244.00
200603300200	1.09	4.50	251.00
200603300300	1.21	4.50	267.00
200603300400	1.18	4.20	263.00
200603300500	1.15	3.90	241.00
200603300600	1.12	3.70	217.00
200603300700	1.23	3.70	198.00
200603300800	1.33	3.90	194.00
200603300900	1.41	4.10	207.00
200603301000	1.83	4.80	216.00
200603301100	1.97	5.20	218.00
200603301200	1.94	5.30	217.00
200603301300	2.28	5.60	221.00
200603301400	2.31	5.50	225.00
200603301500	2.43	5.50	228.00
200603301600	2.32	4.80	227.00
200603301700	2.26	4.60	223.00
200603301800	2.46	4.80	217.00
200603301900	2.07	4.70	221.00
200603302000	1.99	4.60	222.00
200603302100	1.92	4.80	224.00
200603302200	1.79	5.00	225.00
200603302300	1.70	5.30	229.00
200603310000	1.80	5.30	231.00
200603310100	1.64	5.10	229.00
200603310200	1.79	5.00	230.00
200603310300	1.95	4.90	232.00
200603310400	1.97	4.60	232.00
200603310500	2.12	4.50	228.00
200603310600	2.06	4.60	224.00
200603310700	1.92	4.50	225.00
200603310800	2.11	4.50	231.00
200603310900	2.19	4.90	227.00
200603311000	2.21	5.10	225.00
200603311100	2.37	5.70	223.00
200603311200	2.20	5.50	227.00
200603311300	2.09	5.50	230.00
200603311400	2.06	5.40	229.00
200603311500	1.95	5.30	230.00
200603311600	1.86	5.00	227.00
200603311700	1.71	4.60	232.00
200603311800	1.80	4.60	221.00
200603311900	1.65	4.50	218.00
200603312000	1.68	4.30	225.00
200603312100	1.50	4.50	223.00
200603312200	1.58	4.70	225.00
200603312300	1.46	4.89	227.00
200604010000	1.45	4.96	230.00
200604010100	1.32	4.90	232.00
200604010200	1.39	4.90	237.00
200604010300	1.51	4.70	232.00
200604010400	1.53	4.60	237.00
200604010500	1.49	4.30	238.00
200604010600	1.28	4.10	244.00
200604010700	1.08	3.80	245.00
200604010800	1.14	3.60	224.00
200604010900	1.28	3.70	219.00
200604011000	1.27	3.80	218.00
200604011100	1.33	4.20	220.00
200604011200	1.43	4.70	222.00
200604011300	1.53	4.80	232.00
200604011400	1.59	5.00	228.00
200604011500	1.86	5.30	234.00
200604011600	1.61	4.70	233.00
200604011700	1.62	4.60	237.00
200604011800	1.59	4.40	230.00
200604011900	1.46	4.40	228.00
200604012000	1.33	4.20	223.00
200604012100	1.35	4.20	221.00
200604012200	1.32	4.10	223.00
200604012300	1.34	4.30	221.00
200604020000	1.31	4.70	227.00
200604020100	1.30	4.90	227.00
200604020200	1.34	4.70	218.00
200604020300	1.45	4.70	224.00
200604020400	1.43	4.70	222.00
200604020500	1.36	4.40	229.00
200604020600	1.49	4.00	225.00
200604020700	1.21	3.90	228.00
200604020800	1.08	4.10	223.00
200604020900	0.91	4.10	237.00
200604021000	0.86	4.00	232.00
200604021100	0.80	4.10	228.00
200604021200	0.77	4.10	226.00
200604021300	0.72	4.40	226.00
200604021400	0.79	4.20	229.00
200604021500	0.98	4.10	225.00
200604021600	1.12	4.10	222.00
200604021700	1.35	4.00	223.00
200604021800	1.57	4.00	223.00
200604021900	1.70	4.10	217.00
200604022000	1.87	4.30	215.00
200604022100	2.13	4.70	214.00
200604022200	2.41	5.10	219.00
200604022300	2.55	5.30	220.00
200604030000	2.41	5.40	220.00
200604030100	2.37	5.70	223.00
200604030200	2.36	5.70	224.00
200604030300	2.62	5.70	229.00
200604030400	2.49	5.70	229.00
200604030500	2.56	5.10	245.00
200604030600	2.78	5.20	261.00
200604030700	2.66	5.30	269.00
200604030800	2.18	5.10	282.00
200604030900	2.01	5.10	281.00
200604031000	2.02	5.30	290.00
200604031100	1.87	5.20	295.00
200604031200	1.72	5.10	295.00
200604031300	1.49	4.80	303.00
200604031400	1.48	5.00	302.00
200604031500	1.29	4.90	303.00
200604031600	1.26	4.90	302.00
200604031700	1.20	4.90	313.00
200604031800	1.23	4.80	311.00
200604031900	1.24	4.80	312.00
200604032000	1.25	5.00	311.00
200604032100	1.12	4.90	321.00
200604032200	0.98	4.90	322.00
200604032300	0.89	5.00	334.00
200604040000	0.90	4.60	323.00
200604040100	0.89	4.30	319.00
200604040200	1.05	4.20	320.00
200604040300	1.19	4.30	317.00
200604040400	1.35	4.30	313.00
200604040500	1.48	4.40	315.00
200604040600	1.65	4.60	318.00
200604040700	1.73	4.80	325.00
200604040800	1.82	5.10	317.00
200604040900	1.79	5.10	315.00
200604041000	1.67	4.90	318.00
200604041100	1.69	4.90	320.00
200604041200	1.65	4.90	322.00
200604041300	1.65	4.90	324.00
200604041400	1.72	4.80	325.00
200604041500	1.83	4.90	322.00
200604041600	1.68	4.80	322.00
200604041700	1.84	5.10	326.00
200604041800	1.77	5.00	325.00
200604041900	2.13	5.50	325.00
200604042000	2.07	5.80	332.00
200604042100	2.08	6.10	333.00
200604042200	2.11	6.40	335.00
200604042300	2.45	6.40	335.00
200604050000	2.23	6.30	336.00
